lemma,pos,cefr_level,frequency_rank
античный,adj,B2,5595
убежище,n,B2,5596
котенок,n,A2,5597
последовательно,adv,B2,5598
проба,n,B2,5599
ведать,v,C2,5600
кидать,v,A2,5601
визуальный,adj,B2,5602
оцениваться,v,B2,5603
сонный,adj,A2,5604
ненадолго,adv,B1,5605
упрек,n,C1,5606
бес,n,C2,5607
драматический,adj,B2,5608
отнимать,v,C1,5609
ягода,n,A2,5610
неприятель,n,C1,5611
нитка,n,B2,5612
сдвиг,n,B2,5613
стоп,excl,A1,5614
благословение,n,C2,5615
массивный,adj,B2,5616
нищета,n,B2,5617
отправка,n,B2,5618
гимн,n,B1,5619
патриот,n,B1,5620
к счастью,adv,B2,5621
жрец,n,C2,5622
шестнадцать,num,A1,5623
бульвар,n,A2,5624
присниться,v,B1,5625
воздействовать,v,B2,5626
дуб,n,B2,5627
нарочно,adv,B2,5628
гигант,n,C1,5629
пристрастие,n,C1,5630
уборка,n,B1,5631
синтез,n,B2,5632
словесный,adj,C1,5633
привозить,v,A2,5634
шить,v,B1,5635
суждено,adv,C2,5636
составной,adj,B2,5637
шахматы,n,A2,5638
задыхаться,v,B2,5639
ущелье,n,C1,5640
десятка,n,B1,5641
кристалл,n,B2,5642
промолчать,v,B1,5643
шелковый,adj,B1,5644
цвести,v,B2,5645
переменная,n,B2,5646
университетский,adj,A2,5647
наружный,adj,B1,5648
вилка,n,A1,5649
пепел,n,C1,5650
прихожая,n,A2,5651
добираться,v,B1,5652
ведомость,n,B2,5653
езда,n,B2,5654
сплошь,adv,C1,5655
полководец,n,C2,5656
слыхать,v,C2,5657
тормозить,v,B1,5658
завершать,v,B2,5659
избыток,n,B2,5660
охотиться,v,B2,5661
подчинение,n,B2,5662
импорт,n,B2,5663
возмещение,n,B2,5664
механик,n,B2,5665
спорный,adj,C2,5666
взволновать,v,B2,5667
освобождать,v,B2,5668
гудеть,v,B2,5669
динамический,adj,B2,5670
контур,n,B2,5671
раковина,n,A1,5672
выдержка,n,C1,5673
ячейка,n,B2,5674
моментально,adv,B2,5675
страховка,n,A2,5676
аккуратный,adj,B1,5677
проигрывать,v,B1,5678
зрелый,adj,C1,5679
тактический,adj,C1,5680
базироваться,v,B2,5681
лабиринт,n,C1,5682
ремесло,n,C1,5683
затрагивать,v,C1,5684
целоваться,v,B1,5685
обыск,n,B2,5686
терпеливо,adv,B2,5687
выбираться,v,B2,5688
выигрыш,n,B2,5689
обретать,v,C2,5690
акционерный,adj,C1,5691
рабство,n,C1,5692
каюта,n,B2,5693
попадание,n,C1,5694
чувствительность,n,B2,5695
окоп,n,C1,5696
практиковать,v,C1,5697
конфигурация,n,B2,5698
надзор,n,C1,5699
приказывать,v,B2,5700
экспозиция,n,B2,5701
ярмарка,n,B2,5702
заключительный,adj,C1,5703
скульптура,n,B1,5704
хроника,n,B2,5705
неприятно,adv,A2,5706
библейский,adj,B2,5707
техник,n,B2,5708
косвенный,adj,C1,5709
инспекция,n,B2,5710
откладывать,v,B2,5711
органический,adj,C1,5712
отказывать,v,B1,5713
скамья,n,B1,5714
читаться,v,B1,5715
лгать,v,B2,5716
переходный,adj,B2,5717
разбойник,n,C2,5718
террористический,adj,B1,5719
обыденный,adj,C2,5720
шоколад,n,A1,5721
зрительный,adj,B2,5722
предисловие,n,B2,5723
броня,n,C2,5724
пуговица,n,B1,5725
треск,n,C1,5726
произвол,n,C1,5727
проклятие,n,C1,5728
ленивый,adj,B1,5729
оптимизм,n,B1,5730
вдохновение,n,B2,5731
волшебник,n,B2,5732
ошибочный,adj,B2,5733
приют,n,C1,5734
особа,n,C2,5735
периодический,adj,B2,5736
привязанность,n,C1,5737
верста,n,C2,5738
африканский,adj,A1,5739
премьера,n,B2,5740
унижение,n,B2,5741
медитация,n,C1,5742
расширять,v,B2,5743
отводить,v,A2,5744
банкир,n,B2,5745
ук,n,C1,5746
трактор,n,C1,5747
задолженность,n,B2,5748
обнаружение,n,C1,5749
думаться,v,C2,5750
восемнадцать,num,A1,5751
интеллигентный,adj,B2,5752
последователь,n,C1,5753
занавес,n,C1,5754
переть,v,C2,5755
гибнуть,v,B2,5756
таять,v,B2,5757
прочтение,n,C1,5758
сформироваться,v,C1,5759
хит,n,B2,5760
психиатр,n,C1,5761
высказываться,v,C1,5762
передвигаться,v,B2,5763
индивидуальность,n,C1,5764
тюремный,adj,B2,5765
вылетать,v,A2,5766
укол,n,B1,5767
стаж,n,B2,5768
привилегия,n,C1,5769
наливать,v,A2,5770
фондовый,adj,B2,5771
струна,n,C2,5772
вешать,v,B1,5773
коалиция,n,C1,5774
нахмуриться,v,C1,5775
раздавать,v,B1,5776
колдун,n,B2,5777
погоня,n,B2,5778
проноситься,v,C1,5779
мех,n,B2,5780
грипп,n,A2,5781
физиологический,adj,B2,5782
тревожить,v,C1,5783
уплата,n,C2,5784
подсчет,n,B2,5785
рассыпаться,v,B2,5786
перебирать,v,C1,5787
лыжа,n,B1,5788
пополам,adv,B1,5789
автоматизация,n,B2,5790
лиса,n,C1,5791
маяк,n,C1,5792
прицел,n,C1,5793
влиятельный,adj,C1,5794
правильность,n,B1,5795
механика,n,B2,5796
обучаться,v,B1,5797
вихрь,n,C2,5798
антенна,n,B1,5799
венера,n prop,B1,5800
курорт,n,B2,5801
погибать,v,B2,5802
замкнутый,adj,B2,5803
предшественник,n,C1,5804
осторожность,n,B2,5805
плач,n,B2,5806
направленность,n,C1,5807
племянник,n,B1,5808
стенд,n,B2,5809
оборудовать,v,C1,5810
ас,n,C2,5811
взлет,n,B1,5812
приветствие,n,B1,5813
хитрость,n,B2,5814
отрываться,v,C1,5815
воспитатель,n,B1,5816
пропуск,n,B1,5817
ощущаться,v,C1,5818
инцидент,n,B2,5819
осложнение,n,B2,5820
рубить,v,B2,5821
издеваться,v,C1,5822
игла,n,B2,5823
частичный,adj,B2,5824
желанный,adj,C2,5825
аллея,n,B2,5826
хронический,adj,B2,5827
вплотную,adv,C1,5828
сливаться,v,C2,5829
извинение,n,A2,5830
алмаз,n,B2,5831
индикатор,n,B2,5832
побег,n,B2,5833
молоток,n,B2,5834
утонуть,v,B2,5835
экология,n,B2,5836
поверхностный,adj,C1,5837
этический,adj,C1,5838
бюллетень,n,B2,5839
отрицательно,adv,B2,5840
наедине,adv,C1,5841
рельс,n,C1,5842
пчела,n,B2,5843
сталь,n,B2,5844
вырастать,v,A2,5845
гид,n,B1,5846
указатель,n,B1,5847
отвлекать,v,B2,5848
оптический,adj,C1,5849
раздумье,n,C1,5850
неудобно,adv,B1,5851
ускорение,n,B2,5852
тотальный,adj,B2,5853
классик,n,B1,5854
хлопоты,n,C2,5855
летопись,n,C1,5856
червь,n,C1,5857
диктатура,n,C1,5858
поликлиника,n,A2,5859
самец,n,B2,5860
негодяй,n,C1,5861
валить,v,C2,5862
налогообложение,n,B2,5863
указываться,v,C1,5864
адресовать,v,B2,5865
императорский,adj,B2,5866
фасад,n,C1,5867
завоевание,n,B2,5868
гадость,n,C1,5869
кайф,n,C2,5870
буржуазия,n,B2,5871
жрать,v,B2,5872
закупка,n,B2,5873
лад,n,C2,5874
контейнер,n,B1,5875
теща,n,B1,5876
отход,n,B2,5877
шрифт,n,B2,5878
алкогольный,adj,B1,5879
предчувствие,n,B2,5880
палач,n,C1,5881
шинель,n,C2,5882
сытый,adj,A2,5883
догонять,v,B1,5884
подвижный,adj,B2,5885
наставник,n,C2,5886
восхождение,n,B2,5887
сторож,n,B2,5888
пионер,n,C1,5889
вестник,n,C2,5890
некто,pron,C2,5891
санкция,n,C1,5892
бутерброд,n,A1,5893
праздновать,v,B1,5894
сборка,n,C1,5895
испуг,n,B1,5896
соблазн,n,C2,5897
уставать,v,A2,5898
прическа,n,B1,5899
джип,n,B2,5900
значок,n,B2,5901
слияние,n,C1,5902
похвала,n,B2,5903
арсенал,n,C2,5904
особняк,n,C1,5905
литься,v,B2,5906
поглощать,v,B2,5907
литератор,n,C1,5908
пресловутый,adj,C2,5909
приспособление,n,B2,5910
различаться,v,A2,5911
бас,n,C2,5912
выпадать,v,B1,5913
увольнение,n,B2,5914
просматривать,v,C1,5915
пересекать,v,B2,5916
пират,n,B2,5917
социология,n,B2,5918
лягушка,n,C1,5919
прозвище,n,B2,5920
хохот,n,B2,5921
четырнадцать,num,A1,5922
первое,n,A2,5923
комар,n,B1,5924
погружаться,v,C1,5925
арена,n,B1,5926
крайность,n,C1,5927
оборонительный,adj,C1,5928
потрясение,n,C1,5929
каблук,n,B1,5930
расспрашивать,v,B2,5931
общность,n,C1,5932
впрямь,adv,C2,5933
кузов,n,C1,5934
студентка,n,A1,5935
диктовать,v,A2,5936
наземный,adj,A2,5937
кухонный,adj,A2,5938
воспроизведение,n,B2,5939
свадебный,adj,B2,5940
мостик,n,A2,5941
аборт,n,B2,5942
испуганно,adv,B2,5943
мобильник,n,A1,5944
задолго,adv,B2,5945
коллегия,n,C1,5946
досада,n,C2,5947
ограда,n,B2,5948
репрессия,n,B2,5949
приток,n,C1,5950
имперский,adj,C1,5951
паровоз,n,C2,5952
продовольствие,n,C1,5953
га,n,C1,5954
обобщение,n,C1,5955
супружеский,adj,B2,5956
злодей,n,C1,5957
обрыв,n,B2,5958
сочетаться,v,B2,5959
живописный,adj,C1,5960
рев,n,C1,5961
дефект,n,B2,5962
в одиночку,adv,C1,5963
составляющая,n,C1,5964
изрядно,adv,C2,5965
убогий,adj,C2,5966
запирать,v,A2,5967
емкость,n,B2,5968
очертания,n,C1,5969
поединок,n,C2,5970
скрипка,n,B2,5971
казино,n,B1,5972
лирический,adj,B2,5973
отрезок,n,B2,5974
борец,n,C1,5975
гарнизон,n,C1,5976
зубной,adj,A1,5977
догадка,n,B1,5978
экономить,v,B1,5979
абзац,n,A2,5980
наказывать,v,B2,5981
тост,n,A1,5982
взаимосвязь,n,B2,5983
диагностика,n,B2,5984
кратко,adv,B2,5985
понемногу,adv,B2,5986
компетенция,n,B2,5987
милосердие,n,B2,5988
силуэт,n,C1,5989
воспроизводить,v,B2,5990
мундир,n,C1,5991
скелет,n,B2,5992
свист,n,B2,5993
зловещий,adj,C2,5994
привязывать,v,B2,5995
сенатор,n,B2,5996
сено,n,C1,5997
няня,n,B1,5998
умеренный,adj,B1,5999
отзываться,v,B2,6000
братство,n,C1,6001
дуга,n,C1,6002
поклон,n,C1,6003
тонкость,n,C2,6004
на днях,adv,B2,6005
отрицание,n,B2,6006
приступать,v,B2,6007
исторически,adv,C1,6008
внутренне,adv,B2,6009
предатель,n,B2,6010
миграция,n,B2,6011
пострадавший,n,B2,6012
эротический,adj,B2,6013
авто,n,B2,6014
кучка,n,B2,6015
покойник,n,C1,6016
бывало,adv,C2,6017
мерседес,n prop,B2,6018
издали,adv,B2,6019
жечь,v,C1,6020
селение,n,C2,6021
дискотека,n,A2,6022
покров,n,C2,6023
несправедливый,adj,B1,6024
стройка,n,B2,6025
влечение,n,C1,6026
соленый,adj,A1,6027
купе,n,A2,6028
обыватель,n,C2,6029
безразличный,adj,B2,6030
задерживаться,v,B2,6031
мертвец,n,B2,6032
сожалеть,v,B2,6033
разногласие,n,B2,6034
современность,n,B2,6035
выдвигать,v,C1,6036
суша,n,B1,6037
пришелец,n,B2,6038
вытирать,v,B2,6039
разворачиваться,v,B2,6040
фермер,n,B2,6041
комплимент,n,B1,6042
град,n,B1,6043
жестоко,adv,B2,6044
икра,n,B2,6045
репортаж,n,B2,6046
рывок,n,C1,6047
гитлеровец,n,C2,6048
землетрясение,n,B2,6049
казнить,v,B2,6050
коррекция,n,B2,6051
нахождение,n,C1,6052
парадный,adj,C1,6053
присоединяться,v,B2,6054
коготь,n,C1,6055
тоталитарный,adj,B2,6056
резолюция,n,C1,6057
фотка,n,C1,6058
экзотический,adj,C1,6059
походка,n,B2,6060
уносить,v,A2,6061
бланк,n,A2,6062
пасха,n prop,A2,6063
лебедь,n,B2,6064
матка,n,C1,6065
внучка,n,A1,6066
взаимодействовать,v,B2,6067
сундук,n,C2,6068
устраиваться,v,B2,6069
живо,adv,C1,6070
консервативный,adj,C1,6071
нулевой,adj,A2,6072
интеллигент,n,B2,6073
кража,n,B2,6074
тонуть,v,B2,6075
лечебный,adj,C1,6076
голландский,adj,A1,6077
парад,n,C1,6078
реабилитация,n,C1,6079
разбивать,v,B1,6080
доброволец,n,B2,6081
уран,n,B2,6082
ком,n,C1,6083
противодействие,n,C1,6084
весы,n,B1,6085
разгар,n,C1,6086
впредь,adv,C2,6087
крах,n,C2,6088
земляк,n,A2,6089
давность,n,C1,6090
мыслитель,n,C1,6091
поощрять,v,C1,6092
ректор,n,B1,6093
незадолго,adv,B2,6094
таможня,n,B2,6095
модем,n,B1,6096
клятва,n,B2,6097
телега,n,C2,6098
заведомо,adv,C2,6099
исправлять,v,A2,6100
немедленный,adj,B1,6101
старшина,n,C2,6102
жук,n,B2,6103
кличка,n,B2,6104
груда,n,C2,6105
сбрасывать,v,C2,6106
лик,n,C2,6107
вынимать,v,A2,6108
растительный,adj,A1,6109
