lemma,pos,cefr_level,frequency_rank
колоссальный,adj,B2,4502
параллельный,adv,B2,4503
сокровище,n,C1,4504
перчатка,n,A1,4505
бедность,n,B1,4506
украшать,v,B1,4507
лишать,v,C1,4508
предельный,adj,C1,4509
микрофон,n,B1,4510
сдаваться,v,C1,4511
командный,adj,C2,4512
прибытие,n,A2,4513
формулировка,n,B2,4514
аналогия,n,C2,4515
дескать,adv,C2,4516
колбаса,n,A1,4517
семьдесят,num,A1,4518
пластиковый,adj,B1,4519
стимулировать,v,B2,4520
территориальный,adj,B2,4521
содействие,n,C1,4522
тогдашний,adj,C2,4523
корзина,n,B1,4524
инструктор,n,B1,4525
превращение,n,B2,4526
традиционно,adv,B2,4527
непростой,adj,A1,4528
задница,n,B2,4529
опускать,v,B2,4530
имидж,n,B2,4531
фактический,adj,B2,4532
иерархия,n,C1,4533
ссылаться,v,C1,4534
стресс,n,B1,4535
экспериментальный,adj,B2,4536
полотенце,n,A1,4537
заплакать,v,A2,4538
квадрат,n,A2,4539
содержимое,n,B2,4540
изложение,n,B1,4541
клавиша,n,B1,4542
цивилизованный,adj,B2,4543
лампочка,n,A2,4544
лишение,n,C1,4545
опасение,n,C1,4546
казалось бы,mwe,C1,4547
индустрия,n,B2,4548
сельскохозяйственный,adj,C1,4549
путешествовать,v,A2,4550
молочный,adj,A2,4551
струя,n,B2,4552
галстук,n,B1,4553
обманывать,v,B1,4554
граната,n,B2,4555
последовательный,adj,B2,4556
нрав,n,C2,4557
измена,n,B2,4558
обижаться,v,B1,4559
вдали,adv,C1,4560
за рубежом,mwe,C1,4561
нападать,v,B2,4562
кабель,n,B2,4563
изящный,adj,B2,4564
относиться,v,B2,4565
сжимать,v,B2,4566
превосходить,v,B2,4567
пение,n,B2,4568
статуя,n,B2,4569
монстр,n,B2,4570
протягивать,v,B2,4571
трезвый,adj,B2,4572
распад,n,C1,4573
возражение,n,B1,4574
беречь,v,B2,4575
проводник,n,B2,4576
шагать,v,B1,4577
не в силах,mwe,C1,4578
возить,v,A2,4579
высказывать,v,C1,4580
неведомый,adj,C2,4581
проектирование,n,B2,4582
прекращение,n,C1,4583
нежность,n,B2,4584
сынок,n,B2,4585
химия,n,B1,4586
грамота,n,C2,4587
тысячелетие,n,B1,4588
тревожный,adj,B2,4589
пруд,n,C1,4590
заповедь,n,C2,4591
входной,adj,B1,4592
выживание,n,B2,4593
стыд,n,B2,4594
толкать,v,A2,4595
заменять,v,B1,4596
бабочка,n,B2,4597
автономный,adj,B2,4598
игнорировать,v,B2,4599
разойтись,v,C2,4600
пробка,n,B2,4601
лень,n,B2,4602
мрак,n,B2,4603
артиллерийский,adj,C1,4604
восхищение,n,B2,4605
подобие,n,C1,4606
препятствовать,v,C1,4607
отчаянный,adj,C2,4608
совпадение,n,B2,4609
рама,n,C1,4610
чаша,n,C1,4611
биржа,n,B2,4612
поселение,n,C1,4613
мотивация,n,B2,4614
дитя,n,C1,4615
структурный,adj,C1,4616
оплачивать,v,B1,4617
спинка,n,B1,4618
буржуазный,adj,B2,4619
интуиция,n,B2,4620
так или иначе,mwe,C1,4621
араб,n,A1,4622
снижать,v,B2,4623
отвращение,n,B2,4624
стихия,n,C2,4625
исследовательский,adj,B2,4626
ведьма,n,B2,4627
колодец,n,C1,4628
географический,adj,B1,4629
во имя,mwe,C2,4630
анкета,n,A1,4631
долгое время,mwe,B1,4632
условно,adv,B2,4633
марш,n,C2,4634
рвать,v,B2,4635
аллах,n prop,B1,4636
ловушка,n,B2,4637
обслуживать,v,B2,4638
заклинание,n,C2,4639
взятка,n,B2,4640
оказание,n,B2,4641
колледж,n,B1,4642
родительский,adj,B1,4643
новогодний,adj,A2,4644
пароход,n,C2,4645
грандиозный,adj,B2,4646
упор,n,C1,4647
девка,n,C2,4648
бормотать,v,B2,4649
расстройство,n,B2,4650
клан,n,C1,4651
незнакомец,n,B2,4652
овца,n,B2,4653
валютный,adj,B2,4654
промежуток,n,B2,4655
сосна,n,B2,4656
окрестность,n,B2,4657
толчок,n,B2,4658
оболочка,n,B2,4659
выезд,n,A1,4660
вдвое,adv,B2,4661
дружеский,adj,B1,4662
классификация,n,B2,4663
декларация,n,A2,4664
как говорится,mwe,C1,4665
нисколько,adv,B1,4666
отступление,n,B2,4667
случайность,n,B2,4668
функционировать,v,B2,4669
прощаться,v,A2,4670
сниматься,v,C1,4671
разновидность,n,B2,4672
шерсть,n,A2,4673
гром,n,B1,4674
тупик,n,A2,4675
интенсивный,adj,B2,4676
пленный,n,B2,4677
твориться,v,C2,4678
одиночка,n,C1,4679
матушка,n,C2,4680
конфета,n,A1,4681
превосходство,n,C1,4682
день рождения,n,A1,4683
преподавать,v,A2,4684
грамотный,adj,B1,4685
этика,n,C1,4686
челюсть,n,B2,4687
срочный,adj,A2,4688
романтический,adj,B2,4689
приближение,n,B1,4690
вмешиваться,v,B2,4691
переворот,n,B2,4692
необыкновенный,adj,B1,4693
бухгалтерский,adj,B2,4694
жарко,adv,A1,4695
интонация,n,A2,4696
ползти,v,B2,4697
стереотип,n,B2,4698
собачий,adj,B1,4699
закономерность,n,B2,4700
прикрывать,v,C1,4701
разрушать,v,B2,4702
сумерки,n,B2,4703
съездить,v,B1,4704
упоминание,n,C1,4705
беженец,n,B2,4706
диссертация,n,B2,4707
заряд,n,B2,4708
оправдание,n,B2,4709
плевать,v,C1,4710
взвод,n,C2,4711
легкое,n,B2,4712
пластинка,n,C1,4713
преодоление,n,C1,4714
успокаивать,v,B1,4715
вздох,n,C1,4716
рано или поздно,mwe,C1,4717
маршал,n,C2,4718
придумывать,v,B1,4719
очко,n,B2,4720
редкость,n,C1,4721
агрессия,n,B2,4722
сотрудничать,v,B2,4723
профилактика,n,B2,4724
групповой,adj,B2,4725
крутиться,v,B2,4726
вич,n,B2,4727
поляна,n,C1,4728
стая,n,C1,4729
новенький,n,C2,4730
уютный,adj,B1,4731
подбирать,v,B2,4732
занятость,n,B2,4733
наполовину,adv,B2,4734
дуть,v,B2,4735
гибкий,adj,B2,4736
мучиться,v,B2,4737
выдерживать,v,B2,4738
умолять,v,B2,4739
ворона,n,C1,4740
поистине,adv,C2,4741
джинсы,n,A1,4742
гвардия,n,C1,4743
очнуться,v,C1,4744
жительство,n,A2,4745
заказывать,v,A2,4746
соотечественник,n,B1,4747
стимул,n,C1,4748
заложник,n,B1,4749
конвенция,n,C1,4750
двигать,v,B1,4751
отпечаток,n,C1,4752
выдача,n,B1,4753
избранный,adj,B1,4754
покрытие,n,C1,4755
чересчур,adv,C2,4756
композитор,n,B1,4757
графический,adj,B2,4758
интимный,adj,B1,4759
отрывок,n,B1,4760
покрывать,v,C1,4761
зад,n,B2,4762
сука,n,C1,4763
отставать,v,B1,4764
неподвижный,adj,B2,4765
рюмка,n,A2,4766
колонка,n,B1,4767
печка,n,B1,4768
глупо,adv,B1,4769
владыка,n,C2,4770
образованный,adj,B2,4771
купол,n,B2,4772
чудовище,n,C1,4773
кадровый,adj,C2,4774
тигр,n,B1,4775
фотограф,n,B1,4776
плотность,n,C1,4777
вместе с тем,mwe,C1,4778
обходить,v,B1,4779
ласково,adv,B2,4780
вырезать,v,C1,4781
деление,n,A2,4782
ввод,n,B2,4783
жаждать,v,C2,4784
сетка,n,C1,4785
олигарх,n,B2,4786
путать,v,B2,4787
эстетический,adj,B2,4788
любезный,adj,C1,4789
замечательно,adv,B2,4790
всадник,n,C2,4791
ответный,adj,B2,4792
излишний,adj,B2,4793
юбилей,n,B1,4794
ловко,adv,B2,4795
салат,n,A1,4796
матрица,n,B2,4797
документация,n,B2,4798
вблизи,adv,C1,4799
полотно,n,C2,4800
нелегкий,adj,A2,4801
атом,n,B2,4802
справочник,n,B1,4803
витрина,n,B1,4804
аналог,n,B2,4805
жар,n,B2,4806
повествование,n,B2,4807
палуба,n,C1,4808
управленческий,adj,C1,4809
капиталистический,adj,C1,4810
приватизация,n,C1,4811
официант,n,A2,4812
оппонент,n,B2,4813
посредник,n,B2,4814
недовольство,n,C1,4815
электричество,n,A1,4816
плавание,n,A2,4817
щенок,n,A2,4818
зелень,n,B2,4819
спид,n,B2,4820
надежность,n,B2,4821
разбирать,v,B2,4822
дальше,adv,A2,4823
заводить,v,B2,4824
старец,n,C2,4825
наполнять,v,B2,4826
расписание,n,A2,4827
дипломат,n,B2,4828
кубок,n,C1,4829
вертикальный,adj,B2,4830
сегмент,n,C1,4831
горшок,n,C1,4832
обидно,adv,B1,4833
мамаша,n,C2,4834
наводить,v,C1,4835
кушать,v,B2,4836
модератор,n,B2,4837
средневековый,adj,B2,4838
грудной,adj,C1,4839
сознавать,v,C1,4840
пирог,n,A1,4841
все в порядке,mwe,A2,4842
откровение,n,C2,4843
при условии,mwe,B2,4844
ирония,n,B2,4845
промежуточный,adj,C1,4846
пускай,particle,C1,4847
рекомендоваться,v,C1,4848
осуждать,v,B2,4849
славянский,adj,B2,4850
безумие,n,C1,4851
за границей,adv,A2,4852
ожидаться,v,C1,4853
величие,n,C2,4854
изумление,n,C1,4855
штурм,n,C1,4856
выработка,n,C1,4857
певец,n,A1,4858
тетрадь,n,A1,4859
сердиться,v,B1,4860
банальный,adj,C1,4861
шуметь,v,B1,4862
вложение,n,B2,4863
доехать,v,A2,4864
исчезновение,n,B2,4865
склонность,n,B2,4866
лига,n,C1,4867
назначать,v,B1,4868
энергичный,adj,B1,4869
гордо,adv,B2,4870
набережная,n,B2,4871
магнитный,adj,B2,4872
негр,n,C1,4873
коммунальный,adj,B2,4874
олимпиада,n,A1,4875
клавиатура,n,B1,4876
аппаратура,n,B2,4877
удивлять,v,B1,4878
ликвидировать,v,B2,4879
поведать,v,C2,4880
пограничный,adj,C1,4881
стража,n,C2,4882
злоба,n,B2,4883
букет,n,B2,4884
кассета,n,B2,4885
оскорбление,n,B2,4886
профсоюз,n,B2,4887
налет,n,C2,4888
медсестра,n,A2,4889
обложка,n,B1,4890
кпк,n,B2,4891
позор,n,C1,4892
вдова,n,A1,4893
европеец,n,A1,4894
находка,n,C1,4895
шлем,n,C1,4896
тихонько,adv,C2,4897
меньшинство,n,B1,4898
нарастать,v,B2,4899
чувствительный,adj,B2,4900
сарай,n,C1,4901
установленный,adj,C1,4902
повторный,adj,B2,4903
престол,n,C2,4904
вздыхать,v,B2,4905
бешеный,adj,C1,4906
купаться,v,A2,4907
пытка,n,C1,4908
критиковать,v,B2,4909
пристально,adv,B2,4910
проанализировать,v,B2,4911
мчаться,v,C1,4912
фундамент,n,B2,4913
бал,n,C1,4914
горожанин,n,C1,4915
кролик,n,C1,4916
спонсор,n,C1,4917
королевство,n,B2,4918
герцог,n,C2,4919
оборачиваться,v,B2,4920
останавливать,v,B1,4921
ссора,n,B1,4922
внушать,v,B2,4923
оправдывать,v,B2,4924
именовать,v,C1,4925
кран,n,A2,4926
порядочный,adj,B2,4927
удивленно,adv,B2,4928
роковой,adj,C1,4929
ступать,v,C2,4930
восемьдесят,num,A1,4931
настойчиво,adv,B2,4932
олень,n,B2,4933
барабан,n,C1,4934
катер,n,C1,4935
платный,adj,B1,4936
любоваться,v,B1,4937
парус,n,C1,4938
удаляться,v,B2,4939
ежегодный,adj,A2,4940
расставаться,v,B2,4941
злость,n,B2,4942
вторжение,n,C1,4943
минувший,adj,C1,4944
эра,n,C1,4945
рожа,n,C2,4946
жестокость,n,B2,4947
тряпка,n,B1,4948
показ,n,B2,4949
залог,n,C1,4950
ферма,n,B2,4951
искра,n,B2,4952
порок,n,C1,4953
монополия,n,B2,4954
оргазм,n,B2,4955
запланировать,v,B1,4956
койка,n,C2,4957
выигрывать,v,B1,4958
аптека,n,A1,4959
парадокс,n,C2,4960
то и дело,mwe,C2,4961
треугольник,n,B1,4962
титул,n,C1,4963
детектив,n,B1,4964
вращаться,v,B2,4965
кислород,n,B2,4966
подозрительный,adj,B2,4967
атрибут,n,B2,4968
плавно,adv,B2,4969
вампир,n,C1,4970
витамин,n,A2,4971
аппетит,n,A2,4972
инстанция,n,B2,4973
отмена,n,B2,4974
отныне,adv,C2,4975
напугать,v,B1,4976
крошечный,adj,B2,4977
ниша,n,B2,4978
роскошь,n,B2,4979
толком,adv,C2,4980
презерватив,n,B1,4981
чеченец,n,B1,4982
гласить,v,C2,4983
добровольный,adj,B1,4984
враждебный,adj,C1,4985
удаление,n,B2,4986
кошелек,n,A2,4987
относить,v,A2,4988
восстанавливать,v,B2,4989
восхищаться,v,B2,4990
кора,n,B2,4991
неправда,n,A2,4992
криминальный,adj,B2,4993
круто,adv,C1,4994
поверх,adpos,B1,4995
бедствие,n,B2,4996
тяга,n,B2,4997
барон,n,C2,4998
фотоаппарат,n,A2,4999
рыбак,n,B2,5000
скользить,v,B2,5001
хирург,n,C1,5002
организованный,adj,B2,5003
рычаг,n,B2,5004
простыня,n,A2,5005
формально,adv,B2,5006
наименование,n,B1,5007
девяносто,num,A1,5008
заинтересованный,adj,B2,5009
диаметр,n,B2,5010
прикладной,adj,B2,5011
смотреться,v,C1,5012
побеждать,v,B1,5013
колокол,n,C1,5014
аукцион,n,B2,5015
проститутка,n,B2,5016
стон,n,C1,5017
противоположность,n,C1,5018
пятьсот,num,A1,5019
варить,v,A2,5020
увлекаться,v,B1,5021
поглядывать,v,C2,5022
исламский,adj,B1,5023
чистить,v,A2,5024
месторождение,n,B2,5025
тора,n,C1,5026
теряться,v,B1,5027
фирменный,adj,B2,5028
пустяк,n,C1,5029
очаг,n,C2,5030
гладить,v,A2,5031
символический,adj,C1,5032
компромисс,n,B2,5033
выставлять,v,C1,5034
смелость,n,B1,5035
жилец,n,B2,5036
грузинский,adj,B2,5037
капуста,n,A1,5038
уменьшаться,v,A2,5039
обедать,v,A1,5040
дружно,adv,A2,5041
инновационный,adj,B2,5042
воображать,v,B2,5043
бессмертный,adj,C1,5044
сказываться,v,C2,5045
в очередной раз,mwe,C1,5046
смутный,adj,C2,5047
тематика,n,B2,5048
путешественник,n,A2,5049
розничный,adj,B2,5050
сажать,v,B2,5051
тройка,n,B1,5052
образ жизни,mwe,B2,5053
индеец,n,C1,5054
обладатель,n,C1,5055
лить,v,B1,5056
бег,n,A2,5057
дизайнер,n,B1,5058
начинающий,adj,A2,5059
дырка,n,B1,5060
бухгалтер,n,B2,5061
преследование,n,B2,5062
констатировать,v,C1,5063
подбор,n,B2,5064
совершаться,v,B2,5065
спецслужба,n,B2,5066
туристический,adj,B1,5067
блондинка,n,A2,5068
ясность,n,C1,5069
кпрф,n,B1,5070
жопа,n,B2,5071
елка,n,A2,5072
отстаивать,v,C1,5073
поразительный,adj,C1,5074
комп,n,B2,5075
обитать,v,C1,5076
загрузка,n,B2,5077
господство,n,C1,5078
апостол,n,C2,5079
трусы,n,A1,5080
галактика,n,B2,5081
инфекция,n,B2,5082
внесение,n,C1,5083
фсб,n,C1,5084
спичка,n,A1,5085
электроэнергия,n,B1,5086
интерьер,n,B2,5087
портить,v,B1,5088
устранение,n,C1,5089
маневр,n,C2,5090
мучительный,adj,C1,5091
кпсс,n,C2,5092
договариваться,v,B1,5093
русло,n,C1,5094
вал,n,C2,5095
предпосылка,n,C1,5096
отделять,v,B2,5097
холл,n,A2,5098
босс,n,C1,5099
предлог,n,A1,5100
олимпийский,adj,B1,5101
водиться,v,C1,5102
шевелиться,v,C1,5103
воровать,v,A1,5104
извиняться,v,A2,5105
предпринимать,v,B2,5106
заговор,n,C1,5107
служение,n,C2,5108
просторный,adj,B2,5109
сочувствие,n,B1,5110
распространять,v,B2,5111
всячески,adv,C2,5112
всероссийский,adj,B2,5113
поворачивать,v,A2,5114
шумный,adj,B1,5115
петля,n,B2,5116
суета,n,C1,5117
евангелие,n,C2,5118
погодить,v,C1,5119
статистический,adj,B2,5120
уговаривать,v,B1,5121
ревность,n,B1,5122
медик,n,B2,5123
эскадрилья,n,C2,5124
намереваться,v,B2,5125
трещина,n,B2,5126
предъявлять,v,A2,5127
зам,n,C1,5128
камин,n,C1,5129
противостояние,n,C1,5130
прилавок,n,B1,5131
экспертный,adj,B2,5132
издержки,n,C1,5133
отчетность,n,C1,5134
продвигаться,v,B2,5135
гад,n,C1,5136
линейный,adj,C1,5137
франк,n,C1,5138
мотоцикл,n,A1,5139
доброта,n,B1,5140
протекать,v,C1,5141
накопление,n,B2,5142
сталинский,adj,C1,5143
престижный,adj,B2,5144
скука,n,B2,5145
шепот,n,B2,5146
копье,n,C2,5147
бесконечность,n,B2,5148
если только,mwe,B2,5149
тропинка,n,B2,5150
шина,n,B2,5151
батюшка,n,C2,5152
подполковник,n,C2,5153
закрытие,n,B1,5154
нервничать,v,B2,5155
мудрец,n,C1,5156
наркоман,n,B2,5157
продолжительный,adj,B2,5158
комсомольский,adj,C1,5159
скакать,v,C1,5160
беспорядок,n,B2,5161
шпион,n,B2,5162
кипеть,v,B1,5163
снижаться,v,B2,5164
туризм,n,A2,5165
бревно,n,C1,5166
кривой,adj,B2,5167
докладывать,v,B1,5168
ноль,num,A1,5169
ласка,n,B2,5170
шедевр,n,B2,5171
коса,n,C1,5172
удостоверение,n,B1,5173
каникулы,n,A2,5174
бесчисленный,adj,C1,5175
веко,n,B1,5176
взамен,adv,B2,5177
хлопать,v,B2,5178
и особенно,mwe,C1,5179
допустимый,adj,C1,5180
классика,n,B1,5181
пульт,n,A1,5182
бак,n,B2,5183
мировоззрение,n,B2,5184
определенно,adv,B2,5185
станок,n,C1,5186
поспешно,adv,C2,5187
шахта,n,C1,5188
когда-либо,adv,B2,5189
полюс,n,B1,5190
любовница,n,B2,5191
фашизм,n,B2,5192
вторичный,adj,B2,5193
нейтральный,adj,B2,5194
луг,n,C1,5195
футбольный,adj,B1,5196
осматривать,v,B2,5197
военнослужащий,n,C2,5198
жидкий,adj,B1,5199
теоретически,adv,B2,5200
грусть,n,B2,5201
преданный,adj,B2,5202
бессознательный,adj,C2,5203
вправо,adv,A2,5204
насекомое,n,B1,5205
молчаливый,adj,B2,5206
партизан,n,B2,5207
убедительный,adj,C1,5208
массив,n,C1,5209
излучение,n,B2,5210
таскать,v,C2,5211
очутиться,v,C1,5212
фракция,n,C1,5213
гроза,n,A2,5214
разноцветный,adj,B1,5215
прибывать,v,A2,5216
присылать,v,A2,5217
бренд,n,B2,5218
едва ли не,mwe,C2,5219
будда,n prop,B1,5220
октябрьский,adj,B1,5221
хрупкий,adj,B2,5222
выпивать,v,C1,5223
невыносимый,adj,C1,5224
чайный,adj,A1,5225
сказочный,adj,B1,5226
вытаскивать,v,B2,5227
сертификат,n,B2,5228
адаптация,n,B2,5229
дипломатический,adj,B2,5230
жутко,adv,C2,5231
эшелон,n,C2,5232
фонтан,n,B2,5233
шкала,n,B2,5234
соединять,v,A2,5235
страстный,adj,C1,5236
включаться,v,B2,5237
урод,n,C1,5238
основатель,n,B2,5239
конкурентный,adj,B2,5240
лауреат,n,C1,5241
ни к чему,mwe,C1,5242
котел,n,C1,5243
от имени,mwe,C1,5244
выявление,n,C2,5245
проработать,v,B1,5246
тормоз,n,B1,5247
мониторинг,n,B2,5248
патриарх,n,B2,5249
преодолевать,v,B2,5250
см,abbr,A2,5251
энциклопедия,n,B1,5252
увезти,v,B1,5253
сообщаться,v,B2,5254
знаток,n,C1,5255
будить,v,A2,5256
разрешаться,v,B1,5257
трибуна,n,C1,5258
приводиться,v,C1,5259
виднеться,v,C2,5260
предпринимательство,n,B2,5261
хохотать,v,B2,5262
чертов,adj,C1,5263
в данный момент,mwe,B2,5264
глоток,n,B2,5265
принтер,n,B1,5266
благотворительный,adj,B2,5267
недоверие,n,B2,5268
организовывать,v,B2,5269
ввп,abbr,B2,5270
конкурировать,v,B2,5271
прикосновение,n,B2,5272
кислота,n,B2,5273
ухаживать,v,B1,5274
голубь,n,C1,5275
едва не,mwe,C2,5276
добывать,v,B2,5277
проволока,n,B2,5278
обрабатывать,v,C1,5279
в ближайшее время,mwe,B2,5280
как следует,mwe,B2,5281
скончаться,v,C1,5282
издалека,adv,C1,5283
мороженое,n,A1,5284
смущать,v,B2,5285
белок,n,B1,5286
легендарный,adj,C1,5287
табак,n,B1,5288
усиливать,v,B1,5289
низко,adv,A2,5290
соображать,v,C1,5291
на всякий случай,mwe,B2,5292
преобладать,v,C1,5293
моделирование,n,B2,5294
обозначение,n,B2,5295
неясный,adj,C1,5296
завет,n,C2,5297
поставлять,v,B2,5298
увести,v,B1,5299
усиливаться,v,B1,5300
пожаловать,v,C2,5301
неловко,adv,C2,5302
математик,n,B2,5303
просвещение,n,C1,5304
сверх,adpos,B2,5305
муравей,n,B2,5306
лопата,n,C1,5307
характеризоваться,v,C1,5308
питать,v,C2,5309
даль,n,C2,5310
провинциальный,adj,B2,5311
жестко,adv,B2,5312
исток,n,B2,5313
коляска,n,B2,5314
богиня,n,C1,5315
закрываться,v,A2,5316
передвижение,n,B2,5317
мелькнуть,v,C1,5318
физиономия,n,C2,5319
отметка,n,B1,5320
кол,n,C2,5321
прогрессивный,adj,B2,5322
классовый,adj,C1,5323
связка,n,C1,5324
привыкать,v,A2,5325
нажимать,v,B1,5326
впадать,v,B2,5327
немой,adj,B2,5328
раствор,n,B2,5329
превосходный,adj,B2,5330
чрезмерный,adj,C1,5331
вежливый,adj,A1,5332
завтрашний,adj,B1,5333
возмущение,n,B2,5334
вылезать,v,C1,5335
предоставляться,v,C1,5336
влево,adv,A2,5337
влечь,v,C2,5338
ассортимент,n,B2,5339
повар,n,A2,5340
устный,adj,A2,5341
мусульманский,adj,B1,5342
бегство,n,B2,5343
огурец,n,A1,5344
пена,n,A2,5345
выстрелить,v,B2,5346
доводить,v,B2,5347
ребро,n,B2,5348
рецензия,n,B2,5349
известность,n,B1,5350
подоконник,n,A2,5351
прах,n,C2,5352
излагать,v,B2,5353
изо всех сил,mwe,C2,5354
толкование,n,B2,5355
прикрытие,n,C2,5356
настоящее,n,A1,5357
телеканал,n,B1,5358
интервал,n,B2,5359
участь,n,C1,5360
тщательный,adj,B2,5361
дополнительно,adv,B2,5362
братец,n,C2,5363
губерния,n,C2,5364
постучать,v,A2,5365
винт,n,B2,5366
торопливо,adv,B2,5367
кое,particle,C1,5368
деяние,n,C2,5369
фига,n,C1,5370
всего лишь,mwe,C2,5371
православие,n,B2,5372
затруднение,n,B2,5373
допускаться,v,C1,5374
багаж,n,B1,5375
толщина,n,B1,5376
трижды,adv,B1,5377
нехватка,n,B2,5378
устойчивость,n,B2,5379
мистический,adj,C1,5380
чушь,n,C1,5381
возиться,v,C2,5382
синдром,n,C1,5383
сияние,n,C1,5384
доктрина,n,C1,5385
трястись,v,B2,5386
истерика,n,C1,5387
утрата,n,C1,5388
штурман,n,C1,5389
уцелеть,v,C1,5390
фланг,n,C1,5391
жевать,v,B1,5392
такт,n,B2,5393
глагол,n,A1,5394
носиться,v,C1,5395
горячо,adv,A2,5396
обоснование,n,B2,5397
рекорд,n,B1,5398
открытка,n,A1,5399
примета,n,B2,5400
электричка,n,A2,5401
сугубо,adv,C2,5402
прощание,n,A2,5403
лысый,adj,B1,5404
кружиться,v,C1,5405
цирк,n,A2,5406
почка,n,B2,5407
предвыборный,adj,B2,5408
колючий,adj,C1,5409
клинический,adj,B2,5410
новинка,n,B2,5411
президиум,n,C1,5412
твердить,v,C2,5413
вознаграждение,n,B2,5414
сбегать,v,B2,5415
орех,n,A1,5416
птичий,adj,B2,5417
старина,n,C1,5418
презрение,n,B2,5419
возбуждать,v,B2,5420
речевой,adj,B2,5421
равнина,n,B2,5422
спаситель,n,C1,5423
секта,n,B2,5424
отвергать,v,C1,5425
предание,n,C2,5426
зао,abbr,C1,5427
сбыт,n,C1,5428
горизонтальный,adj,B2,5429
массаж,n,B2,5430
вой,n,C1,5431
злобный,adj,C1,5432
обижать,v,B2,5433
целостность,n,C1,5434
посылка,n,A2,5435
повестка,n,B2,5436
бездна,n,C2,5437
хакер,n,B1,5438
катиться,v,B2,5439
запасной,adj,B1,5440
полярный,adj,B2,5441
террор,n,B2,5442
якорь,n,B2,5443
уравнение,n,B2,5444
вправду,adv,C2,5445
бакс,n,C1,5446
разбор,n,C1,5447
персона,n,C1,5448
горечь,n,B2,5449
на первый взгляд,mwe,C1,5450
телесный,adj,B2,5451
счастливо,adv,A2,5452
католический,adj,B2,5453
месть,n,B2,5454
продюсер,n,B2,5455
география,n,B1,5456
архитектурный,adj,B2,5457
пролетариат,n,C1,5458
гимназия,n,B2,5459
сборная,n,B1,5460
железа,n,C1,5461
банда,n,B2,5462
даром,adv,B2,5463
демократ,n,B2,5464
помеха,n,B2,5465
растеряться,v,B2,5466
крейсер,n,C2,5467
аплодисменты,n,B2,5468
вероятный,adj,B2,5469
безработица,n,B2,5470
генетический,adj,B2,5471
горько,adv,A2,5472
перекресток,n,A2,5473
поздравление,n,A2,5474
конструктивный,adj,C1,5475
разом,adv,C2,5476
сочинять,v,B2,5477
митрополит,n,C2,5478
благосостояние,n,B2,5479
пошлина,n,B2,5480
снятие,n,B2,5481
подвергать,v,B2,5482
фальшивый,adj,B2,5483
слушаться,v,B2,5484
выраженный,adj,C1,5485
грант,n,C1,5486
веселье,n,B2,5487
крем,n,A2,5488
жюри,n,B2,5489
достоверный,adj,B2,5490
свод,n,C1,5491
пассивный,adj,B2,5492
лечиться,v,B2,5493
заинтересоваться,v,B1,5494
поклониться,v,C1,5495
теракт,n,B1,5496
древность,n,B2,5497
звучание,n,B2,5498
ансамбль,n,B2,5499
крохотный,adj,B2,5500
прохладный,adj,B1,5501
метафора,n,B2,5502
предательство,n,B2,5503
резюме,n,B2,5504
фиксировать,v,C1,5505
печень,n,B2,5506
нора,n,C1,5507
грядущий,adj,C2,5508
интенсивность,n,B2,5509
таракан,n,B2,5510
обочина,n,C1,5511
противоречивый,adj,C2,5512
сходиться,v,C1,5513
близнец,n,A2,5514
выбрасывать,v,A2,5515
героический,adj,B2,5516
преподавание,n,B2,5517
старательно,adv,B2,5518
переезд,n,B1,5519
размах,n,C2,5520
предвидеть,v,B2,5521
прижимать,v,B2,5522
договоренность,n,C1,5523
взнос,n,B2,5524
глина,n,B2,5525
трон,n,B2,5526
летный,adj,C1,5527
переработка,n,C1,5528
хвалить,v,B1,5529
пищевой,adj,B2,5530
стрелковый,adj,C1,5531
очаровательный,adj,B2,5532
алтарь,n,C2,5533
одобрение,n,B2,5534
референдум,n,C1,5535
балет,n,A1,5536
биология,n,B1,5537
крючок,n,B2,5538
гул,n,C1,5539
квалифицированный,adj,B2,5540
рыдать,v,B2,5541
чайка,n,C1,5542
стремительный,adj,C1,5543
божество,n,C2,5544
запросто,adv,C2,5545
метаться,v,C2,5546
выяснять,v,B2,5547
порошок,n,B2,5548
документальный,adj,B1,5549
узор,n,B2,5550
добродетель,n,C2,5551
стадион,n,A2,5552
дрожь,n,B2,5553
подписывать,v,A1,5554
трясти,v,B2,5555
либерал,n,B2,5556
роддом,n,C1,5557
согласование,n,C1,5558
трудящийся,n,C1,5559
новорожденный,n,B2,5560
подсказывать,v,B1,5561
запускать,v,B2,5562
подсознание,n,C1,5563
проповедь,n,C2,5564
комфорт,n,B1,5565
факс,n,B1,5566
перенос,n,B1,5567
преступность,n,B2,5568
трансформация,n,B2,5569
господствовать,v,C1,5570
парашют,n,C1,5571
верхушка,n,C1,5572
цензура,n,B2,5573
связываться,v,C1,5574
мутный,adj,B2,5575
складывать,v,B1,5576
интрига,n,C1,5577
стирать,v,A2,5578
многолетний,adj,B2,5579
недаром,adv,C1,5580
ранение,n,C1,5581
сойтись,v,C2,5582
насквозь,adv,B2,5583
неопределенный,adj,B2,5584
русский язык,mwe,A1,5585
обломок,n,C1,5586
шуба,n,B2,5587
бокс,n,B1,5588
петух,n,B2,5589
поблизости,adv,B2,5590
компенсировать,v,B2,5591
упираться,v,C1,5592
стрелок,n,B2,5593
двадцатый,num,A2,5594
