lemma,pos,frequency_rank,cefr_level,notes
гражданская война,mwe,6897,B2,
давать взаймы,mwe,6898,b2,
декретный отпуск,mwe,6899,B2,
делать апгрейд,mwe,6900,B2,
делать вывод,mwe,6901,B2,
детский дом,mwe,6902,B2,
дистанционное управление,mwe,6903,B2,
дом престарелых,mwe,6904,B2,
домашняя страница,mwe,6905,B2,
ездить верхом,mwe,6906,B2,
жесткий диск,mwe,6907,B2,
жестокое обращение,mwe,6908,B2,
заключать в тюрьму,mwe,6909,B2,
заниматься любовью,mwe,6910,B2,
затраты,n,6911,B2,
и т.д.,abbr,6912,B2,
идти на компромисс,mwe,6913,B2,
избирательный бюллетень,mwe,6914,b2,
избирательный голос,mwe,6915,b2,
иметь значение,mwe,6916,B2,
иметь отношение,mwe,6917,B2,
испытательный срок,mwe,6918,B2,
источник энергии,mwe,6919,B2,
карманник,mwe,6920,B2,
качество жизни,mwe,6921,B2,
квадратный метр,mwe,6922,B2,
коммуникации,n,6923,B2,
контактное лицо,mwe,6924,B2,
кончать жизнь самоубийством,mwe,6925,B2,
кормить грудью,mwe,6926,B2,
кроме того,con,6927,B2,
личная жизнь,mwe,6928,B2,
лишний вес,mwe,6929,B2,
материнская плата,mwe,6930,B2,
МГУ,ABBR,6931,B2,
место происшествия,mwe,6932,B2,
мировая война,mwe,6933,B2,
мировая экономика,mwe,6934,B2,
налоговая инспекция,mwe,6935,B2,
наносить ущерб,mwe,6936,b2,
нести ответственность,mwe,6937,B2,
ни ... ни,con,6938,B2,
ни в коем случае,mwe,6939,B2,
облагать налогом,mwe,6940,B2,
обратная связь,mwe,6941,B2,
обслуживающий персонал,mwe,6942,B2,
общественное мнение,mwe,6943,B2,
общественный транспорт,mwe,6944,B2,
оживленный,adj,6945,B2,
окружающая среда,n,6946,B2,
операционная система,mwe,6947,B2,
побочный эффект,mwe,6948,B2,
повестка дня,mwe,6949,B2,
подавляющее большинство,mwe,6950,B2,
подводить итоги,mwe,6951,B2,
поисковая система,mwe,6952,B2,
почтовое отделение,mwe,6953,B2,
почтовое отправление,mwe,6954,b2,
права человека,mwe,6955,B2,
правила дорожного движения,mwe,6956,B2,
правоохранительные органы,mwe,6957,B2,
пресс-секретарь,n,6958,B2,
приводить к присяге,mwe,6959,B2,
принимать меры,mwe,6960,B2,
приходить к выводу,mwe,6961,B2,
продукты питания,mwe,6962,B2,
реалити-шоу,n,6963,B2,
ролики,n,6964,B2,
руководство пользователя,mwe,6965,B2,
свидетельские показания,mwe,6966,B2,
сельское хозяйство,mwe,6967,B2,
служебные обязанности,mwe,6968,B2,
смертная казнь,mwe,6969,B2,
собирать урожай,mwe,6970,B2,
соболезнования,n,6971,B2,
советский союз,mwe,6972,B2,
т.е.,abbr,6973,B2,
так как,con,6974,B2,
таким образом,con,6975,B2,
техническое обслуживание,mwe,6976,B2,
транспортное средство,mwe,6977,B2,
тюремное заключение,mwe,6978,B2,
убеждения,n,6979,B2,
удостоверение личности,mwe,6980,B2,
уйти на пенсию,mwe,6981,B2,
чего-либо,pron,6982,B2,
штрих-код,n,6983,B2,
ведь,particle,6984,C1,
именно,particle,6985,C1,
однако,con,6986,C1,
кроме,adpos,6987,C1,
советский,adj,6988,C1,
прежде,adv,6989,C1,
событие,n,6990,C1,
словно,particle,6991,C1,
весьма,adv,6992,C1,
дух,n,6993,C1,
степень,n,6994,C1,
успех,n,6995,C1,
составлять,v,6996,C1,
практически,adv,6997,C1,
если бы,mwe,6998,C1,
служить,v,6999,C1,
крайний,adj,7000,c1,
масса,n,7001,C1,
сфера,n,7002,C1,
регион,n,7003,C1,
прочий,pron,7004,C1,
существование,n,7005,C1,
мужик,n,7006,C1,
генерал,n,7007,C1,
считаться,v,7008,c1,
ради,adpos,7009,C1,
обстоятельство,n,7010,C1,
версия,n,7011,C1,
зато,con,7012,C1,
акция,n,7013,C1,
настолько,adv,7014,C1,
утверждать,v,7015,C1,
явление,n,7016,C1,
отдел,n,7017,C1,
итак,adv,7018,C1,
нынешний,adj,7019,C1,
обеспечение,n,7020,C1,
явно,adv,7021,C1,
дальнейший,adj,7022,C1,
согласно,adv,7023,C1,
устройство,n,7024,C1,
частность,n,7025,C1,
собственно,adv,7026,C1,
относительно,adv,7027,C1,
реализация,n,7028,C1,
полагать,v,7029,C1,
очевидно,adv,7030,C1,
акт,n,7031,C1,
пост,n,7032,C1,
истина,n,7033,C1,
говориться,v,7034,C1,
полк,n,7035,C1,
сведение,n,7036,C1,
выполнение,n,7037,C1,
эпоха,n,7038,C1,
похоже,adv,7039,C1,
перспектива,n,7040,C1,
дама,n,7041,C1,
ведущий,n,7042,C1,
учреждение,n,7043,C1,
соответственно,adv,7044,C1,
как правило,mwe,7045,C1,
действительность,n,7046,C1,
штаб,n,7047,C1,
танк,n,7048,C1,
обращать,v,7049,C1,
крайне,adv,7050,C1,
вдоль,adpos,7051,c1,
способствовать,v,7052,C1,
полковник,n,7053,C1,
достойный,adj,7054,C1,
генеральный,adj,7055,C1,
тенденция,n,7056,C1,
летчик,n,7057,C1,
непосредственно,adv,7058,C1,
помимо,adpos,7059,C1,
статус,n,7060,C1,
устраивать,v,7061,C1,
покой,n,7062,C1,
стандарт,n,7063,C1,
дивизия,n,7064,C1,
стремление,N,7065,C1,
округ,n,7066,C1,
очевидный,adj,7067,C1,
в первую очередь,mwe,7068,C1,
персонаж,n,7069,C1,
свидетельствовать,v,7070,C1,
схватить,v,7071,C1,
крутой,adj,7072,C1,
лейтенант,n,7073,C1,
наступление,n,7074,C1,
проявление,n,7075,C1,
вслед,adv,7076,C1,
определяться,v,7077,C1,
вынужденный,adj,7078,C1,
воин,n,7079,C1,
баба,n,7080,C1,
не стоит,mwe,7081,C1,
скрывать,v,7082,C1,
протяжение,n,7083,C1,
распоряжение,n,7084,C1,
публика,n,7085,C1,
юноша,n,7086,C1,
стратегический,adj,7087,C1,
меч,n,7088,C1,
обработка,n,7089,C1,
сообщество,n,7090,C1,
сценарий,n,7091,C1,
постановление,n,7092,C1,
боец,n,7093,C1,
нужда,n,7094,C1,
промышленный,adj,7095,C1,
подразделение,n,7096,C1,
поражение,n,7097,C1,
реально,adv,7098,C1,
судно,n,7099,C1,
борт,n,7100,C1,
выпускать,v,7101,C1,
девчонка,n,7102,C1,
и так далее,mwe,7103,C1,
тайный,adj,7104,C1,
предоставлять,v,7105,C1,
рассмотрение,n,7106,C1,
в отличие,mwe,7107,C1,
спасение,n,7108,C1,
непосредственный,adj,7109,C1,
несомненно,adv,7110,C1,
противоречие,n,7111,C1,
явный,adj,7112,C1,
орудие,n,7113,C1,
построение,n,7114,C1,
битва,n,7115,C1,
разведка,N,7116,C1,
потенциал,n,7117,C1,
расширение,n,7118,C1,
великолепный,adj,7119,C1,
объективный,adj,7120,C1,
звание,n,7121,C1,
проявляться,v,7122,C1,
душевный,adj,7123,C1,
раб,n,7124,C1,
потенциальный,adj,7125,C1,
приниматься,v,7126,C1,
вечно,adv,7127,C1,
рассматриваться,v,7128,C1,
переживание,n,7129,C1,
везти,v,7130,C1,
вестись,v,7131,C1,
ведение,n,7132,C1,
корпорация,n,7133,C1,
складываться,v,7134,C1,
авторский,adj,7135,C1,
существенно,adv,7136,C1,
опираться,v,7137,C1,
авиация,n,7138,C1,
приход,n,7139,C1,
подлинный,adj,7140,C1,
вождь,n,7141,C1,
соображение,n,7142,C1,
кое-что,pron,7143,C1,
совещание,n,7144,C1,
окружение,n,7145,C1,
законодательный,adj,7146,C1,
слуга,n,7147,C1,
решительно,adv,7148,C1,
оперативный,adj,7149,C1,
вернее,adv,7150,C1,
публичный,adj,7151,C1,
призывать,v,7152,C1,
вооружение,n,7153,c1,
прокуратура,n,7154,C1,
племя,n,7155,C1,
сталкиваться,v,7156,C1,
в самом деле,mwe,7157,C1,
правление,n,7158,C1,
недавний,adj,7159,C1,
пресс,n,7160,C1,
добыча,n,7161,C1,
своеобразный,adj,7162,C1,
царство,n,7163,C1,
революционный,adj,7164,C1,
корпоративный,adj,7165,C1,
ближний,n,7166,C1,
вплоть,adv,7167,C1,
торчать,v,7168,C1,
пушка,n,7169,C1,
чуть ли не,mwe,7170,C1,
снаряд,n,7171,C1,
исполнительный,adj,7172,C1,
грозный,adj,7173,C1,
рассуждение,n,7174,C1,
сержант,n,7175,C1,
видение,n,7176,C1,
царский,adj,7177,C1,
вроде бы,mwe,7178,C1,
придавать,v,7179,C1,
указ,n,7180,C1,
организатор,n,7181,C1,
опасаться,v,7182,C1,
осознавать,v,7183,C1,
грань,n,7184,C1,
управляющий,adj,7185,C1,
пламя,n,7186,C1,
вводить,v,7187,C1,
сторонник,n,7188,C1,
съемка,n,7189,C1,
полагаться,v,7190,C1,
замысел,n,7191,C1,
манера,n,7192,C1,
призыв,n,7193,C1,
строиться,v,7194,C1,
дракон,n,7195,C1,
владение,n,7196,C1,
весть,n,7197,c1,
склон,n,7198,C1,
провинция,n,7199,C1,
перо,n,7200,C1,
маркетинг,n,7201,C1,
браться,v,7202,C1,
в свое время,mwe,7203,C1,
нету,adv,7204,C1,
продвижение,n,7205,C1,
первоначальный,adj,7206,C1,
предоставление,n,7207,C1,
сооружение,n,7208,C1,
подавлять,v,7209,C1,
репутация,n,7210,C1,
с учетом,mwe,7211,C1,
прокурор,n,7212,C1,
бродить,v,7213,C1,
неизбежный,adj,7214,C1,
активы,N,7215,C1,
славный,adj,7216,C1,
раненый,n,7217,C1,
контора,n,7218,C1,
покачать,v,7219,C1,
семейство,n,7220,C1,
по-видимому,adv,7221,C1,
девица,n,7222,C1,
располагать,V,7223,C1,
выводить,v,7224,C1,
сделаться,v,7225,C1,
благоприятный,adj,7226,C1,
со временем,mwe,7227,C1,
бабка,n,7228,C1,
пророк,n,7229,C1,
оао,n,7230,C1,
поначалу,adv,7231,C1,
знамя,n,7232,C1,
скрытый,adj,7233,C1,
сиять,v,7234,C1,
сперва,adv,7235,C1,
бред,n,7236,C1,
миля,n,7237,C1,
проклятый,adj,7238,C1,
скрываться,v,7239,C1,
сражаться,v,7240,C1,
столб,n,7241,C1,
безумный,adj,7242,C1,
творить,v,7243,C1,
доза,n,7244,C1,
сводить,v,7245,C1,
жалкий,adj,7246,c1,
резерв,n,7247,C1,
рядовой,adj,7248,C1,
время от времени,mwe,7249,C1,
заслуга,N,7250,C1,
преобразование,n,7251,C1,
законопроект,n,7252,C1,
тыл,n,7253,C1,
привлечение,N,7254,C1,
монах,n,7255,C1,
артиллерия,n,7256,c1,
ввиду,adpos,7257,C1,
не в состоянии,mwe,7258,C1,
лозунг,n,7259,C1,
разглядывать,v,7260,C1,
сформировать,v,7261,C1,
противоречить,v,7262,C1,
стойка,n,7263,C1,
стрельба,n,7264,C1,
уставиться,v,7265,C1,
править,v,7266,C1,
захват,n,7267,C1,
перечень,n,7268,C1,
послышаться,v,7269,C1,
расходиться,v,7270,C1,
значимый,adj,7271,C1,
рухнуть,v,7272,C1,
суждение,n,7273,C1,
командующий,n,7274,C1,
валяться,v,7275,C1,
казак,n,7276,C1,
пользование,n,7277,C1,
рукопись,n,7278,C1,
ведомство,n,7279,C1,
предшествовать,v,7280,C1,
вопреки,adpos,7281,C1,
устав,n,7282,C1,
творение,n,7283,C1,
загадочный,adj,7284,C1,
конгресс,n,7285,C1,
повсюду,adv,7286,C1,
подчиненный,n,7287,C1,
цех,n,7288,C1,
подчиняться,v,7289,C1,
упоминать,v,7290,C1,
льгота,n,7291,C1,
коренной,adj,7292,C1,
стрела,n,7293,C1,
люк,n,7294,C1,
потрясать,v,7295,C1,
большевик,n,7296,C1,
разведчик,n,7297,C1,
обнаруживать,v,7298,C1,
охотно,adv,7299,C1,
госпиталь,n,7300,C1,
намек,n,7301,C1,
сопровождаться,v,7302,C1,
первичный,adj,7303,C1,
сопровождение,n,7304,C1,
поклонник,n,7305,C1,
адмирал,n,7306,C1,
феномен,n,7307,C1,
отечество,n,7308,C1,
рассылка,n,7309,C1,
полноценный,adj,7310,C1,
величество,n,7311,C1,
сводиться,v,7312,C1,
возрождение,n,7313,C1,
следом,adv,7314,C1,
решающий,adj,7315,C1,
предпочтение,n,7316,C1,
головка,n,7317,C1,
почетный,adj,7318,C1,
мвд,n,7319,C1,
ориентироваться,v,7320,C1,
ориентировать,v,7321,C1,
отмечаться,v,7322,C1,
дальнейшее,n,7323,C1,
хаос,n,7324,C1,
давний,adj,7325,C1,
асфальт,n,7326,C1,
воинский,adj,7327,C1,
филиал,n,7328,C1,
оглядываться,v,7329,C1,
передаваться,v,7330,C1,
поддержание,n,7331,C1,
сравнительно,adv,7332,C1,
поддаваться,v,7333,C1,
простор,n,7334,C1,
мент,n,7335,C1,
скот,n,7336,C1,
освоение,n,7337,C1,
перестройка,n,7338,C1,
полевой,adj,7339,C1,
клиника,n,7340,C1,
порождать,v,7341,C1,
матрос,n,7342,C1,
задумчиво,adv,7343,C1,
локальный,adj,7344,C1,
степь,n,7345,C1,
доноситься,v,7346,C1,
субъективный,adj,7347,C1,
поп,n,7348,C1,
питаться,v,7349,C1,
оркестр,n,7350,C1,
грохот,n,7351,C1,
орбита,n,7352,C1,
подразумевать,v,7353,C1,
ооо,abbr,7354,C1,
обитатель,n,7355,C1,
проникать,v,7356,C1,
вправе,adv,7357,c1,
провал,N,7358,C1,
клясться,v,7359,C1,
семя,n,7360,C1,
радикальный,adj,7361,C1,
противостоять,v,7362,C1,
в том случае,mwe,7363,C1,
бочка,n,7364,C1,
сомнительный,adj,7365,C1,
осколок,n,7366,C1,
респондент,n,7367,C1,
заря,n,7368,C1,
издатель,n,7369,C1,
отставка,n,7370,C1,
отступать,v,7371,C1,
изредка,adv,7372,C1,
окраина,n,7373,C1,
подача,n,7374,C1,
прохождение,n,7375,C1,
специфика,n,7376,C1,
нота,n,7377,C1,
альтернатива,n,7378,C1,
значимость,n,7379,C1,
дурацкий,adj,7380,C1,
перспективный,adj,7381,C1,
чин,n,7382,C1,
крыльцо,n,7383,C1,
поражать,v,7384,C1,
заблуждение,n,7385,C1,
перемещение,n,7386,C1,
спектр,n,7387,C1,
совершение,N,7388,C1,
осознание,n,7389,C1,
недоумение,n,7390,C1,
шкура,n,7391,C1,
царить,v,7392,C1,
отклик,n,7393,C1,
наследник,n,7394,C1,
довод,n,7395,C1,
благополучно,adv,7396,C1,
стадо,n,7397,C1,
упоминаться,v,7398,C1,
светский,adj,7399,C1,
характеризовать,v,7400,C1,
глазок,n,7401,C1,
терапия,n,7402,C1,
основываться,v,7403,C1,
наряд,n,7404,C1,
покойный,adj,7405,C1,
заработок,n,7406,C1,
прорыв,n,7407,C1,
индивид,n,7408,C1,
восстание,n,7409,C1,
республиканский,adj,7410,C1,
пик,n,7411,C1,
дверца,n,7412,C1,
однозначно,adv,7413,C1,
слышаться,v,7414,C1,
сознательно,adv,7415,C1,
вот-вот,adv,7416,C1,
ограничиваться,v,7417,C1,
пирамида,n,7418,C1,
ставиться,v,7419,C1,
тираж,n,7420,C1,
авиационный,adj,7421,C1,
пузырь,n,7422,C1,
неожиданность,n,7423,C1,
приемлемый,adj,7424,C1,
жилище,n,7425,C1,
изба,n,7426,C1,
акционер,n,7427,C1,
схватка,n,7428,C1,
составление,n,7429,C1,
спирт,n,7430,C1,
сработать,v,7431,C1,
портфель,n,7432,C1,
руководствоваться,v,7433,C1,
наследство,n,7434,C1,
спуск,n,7435,C1,
кгб,n,7436,C1,
категорически,adv,7437,C1,
сокровище,n,7438,C1,
лишать,v,7439,C1,
предельный,adj,7440,C1,
сдаваться,v,7441,C1,
содействие,n,7442,C1,
иерархия,n,7443,C1,
ссылаться,v,7444,C1,
лишение,n,7445,C1,
опасение,n,7446,C1,
казалось бы,mwe,7447,C1,
сельскохозяйственный,adj,7448,C1,
вдали,adv,7449,C1,
за рубежом,mwe,7450,C1,
распад,n,7451,C1,
не в силах,mwe,7452,C1,
высказывать,v,7453,C1,
прекращение,n,7454,C1,
пруд,n,7455,C1,
артиллерийский,adj,7456,c1,
подобие,n,7457,C1,
препятствовать,v,7458,C1,
рама,n,7459,C1,
чаша,n,7460,C1,
поселение,n,7461,C1,
дитя,n,7462,C1,
структурный,adj,7463,C1,
так или иначе,mwe,7464,C1,
колодец,n,7465,C1,
упор,n,7466,C1,
клан,n,7467,C1,
как говорится,mwe,7468,C1,
сниматься,v,7469,C1,
одиночка,n,7470,C1,
превосходство,n,7471,C1,
этика,n,7472,C1,
прикрывать,v,7473,C1,
упоминание,n,7474,C1,
плевать,v,7475,C1,
пластинка,n,7476,C1,
преодоление,n,7477,C1,
вздох,n,7478,C1,
рано или поздно,mwe,7479,C1,
редкость,n,7480,C1,
поляна,n,7481,C1,
стая,n,7482,C1,
ворона,n,7483,C1,
гвардия,n,7484,c1,
очнуться,v,7485,C1,
стимул,n,7486,C1,
конвенция,N,7487,C1,
отпечаток,n,7488,C1,
покрытие,n,7489,C1,
покрывать,v,7490,C1,
сука,n,7491,C1,
чудовище,n,7492,C1,
плотность,n,7493,C1,
вместе с тем,mwe,7494,C1,
вырезать,v,7495,C1,
сетка,n,7496,C1,
любезный,adj,7497,C1,
вблизи,adv,7498,C1,
палуба,n,7499,C1,
управленческий,adj,7500,C1,
капиталистический,adj,7501,C1,
приватизация,n,7502,C1,
недовольство,n,7503,C1,
кубок,N,7504,C1,
сегмент,n,7505,C1,
горшок,n,7506,C1,
наводить,v,7507,C1,
грудной,adj,7508,C1,
сознавать,v,7509,C1,
промежуточный,adj,7510,C1,
пускай,particle,7511,C1,
рекомендоваться,v,7512,C1,
безумие,n,7513,C1,
ожидаться,v,7514,C1,
изумление,n,7515,C1,
штурм,n,7516,C1,
выработка,n,7517,C1,
банальный,adj,7518,C1,
лига,n,7519,C1,
негр,n,7520,C1,
пограничный,adj,7521,C1,
позор,n,7522,C1,
находка,n,7523,C1,
шлем,n,7524,C1,
сарай,n,7525,C1,
установленный,adj,7526,C1,
бешеный,adj,7527,C1,
пытка,n,7528,C1,
мчаться,v,7529,C1,
бал,n,7530,C1,
горожанин,n,7531,C1,
кролик,n,7532,C1,
спонсор,n,7533,C1,
именовать,v,7534,C1,
роковой,adj,7535,C1,
барабан,n,7536,C1,
катер,n,7537,C1,
парус,n,7538,C1,
вторжение,n,7539,c1,
минувший,adj,7540,c1,
эра,n,7541,C1,
залог,n,7542,c1,
порок,n,7543,C1,
титул,n,7544,C1,
вампир,n,7545,C1,
враждебный,adj,7546,C1,
круто,adv,7547,C1,
хирург,n,7548,C1,
смотреться,v,7549,C1,
колокол,n,7550,C1,
стон,n,7551,C1,
противоположность,n,7552,C1,
тора,n,7553,C1,
пустяк,n,7554,C1,
символический,adj,7555,C1,
выставлять,v,7556,C1,
бессмертный,adj,7557,C1,
в очередной раз,mwe,7558,C1,
индеец,n,7559,C1,
обладатель,n,7560,C1,
констатировать,v,7561,C1,
ясность,n,7562,C1,
отстаивать,v,7563,C1,
поразительный,adj,7564,C1,
обитать,v,7565,C1,
господство,n,7566,C1,
внесение,n,7567,C1,
фсб,n,7568,C1,
устранение,n,7569,C1,
мучительный,adj,7570,C1,
русло,n,7571,C1,
предпосылка,n,7572,C1,
босс,n,7573,C1,
водиться,v,7574,C1,
шевелиться,v,7575,C1,
заговор,n,7576,C1,
суета,n,7577,C1,
погодить,v,7578,C1,
зам,n,7579,C1,
камин,n,7580,C1,
противостояние,n,7581,C1,
издержки,n,7582,C1,
отчетность,n,7583,C1,
гад,n,7584,C1,
линейный,adj,7585,C1,
франк,n,7586,c1,
протекать,v,7587,C1,
сталинский,adj,7588,C1,
мудрец,n,7589,C1,
комсомольский,adj,7590,C1,
скакать,v,7591,C1,
бревно,n,7592,C1,
коса,n,7593,C1,
бесчисленный,adj,7594,C1,
и особенно,mwe,7595,C1,
допустимый,adj,7596,C1,
станок,n,7597,C1,
шахта,n,7598,C1,
луг,n,7599,C1,
убедительный,adj,7600,C1,
массив,n,7601,C1,
очутиться,v,7602,C1,
фракция,n,7603,C1,
выпивать,v,7604,C1,
невыносимый,adj,7605,C1,
страстный,adj,7606,C1,
урод,n,7607,C1,
лауреат,n,7608,C1,
ни к чему,mwe,7609,C1,
котел,n,7610,C1,
от имени,mwe,7611,C1,
знаток,n,7612,c1,
трибуна,n,7613,C1,
приводиться,v,7614,C1,
чертов,adj,7615,C1,
голубь,n,7616,C1,
обрабатывать,v,7617,C1,
скончаться,v,7618,C1,
издалека,adv,7619,C1,
легендарный,adj,7620,C1,
соображать,v,7621,C1,
преобладать,v,7622,C1,
неясный,adj,7623,C1,
просвещение,n,7624,C1,
лопата,n,7625,C1,
характеризоваться,v,7626,C1,
богиня,n,7627,C1,
мелькнуть,v,7628,C1,
классовый,adj,7629,C1,
связка,n,7630,C1,
чрезмерный,adj,7631,C1,
вылезать,v,7632,C1,
предоставляться,v,7633,C1,
участь,n,7634,C1,
кое,particle,7635,C1,
фига,n,7636,C1,
допускаться,v,7637,C1,
мистический,adj,7638,C1,
чушь,n,7639,C1,
синдром,n,7640,C1,
сияние,n,7641,C1,
доктрина,n,7642,C1,
истерика,n,7643,C1,
утрата,n,7644,C1,
штурман,n,7645,C1,
уцелеть,v,7646,C1,
фланг,n,7647,C1,
носиться,v,7648,C1,
кружиться,v,7649,C1,
колючий,ADJ,7650,C1,
президиум,n,7651,C1,
старина,n,7652,C1,
спаситель,n,7653,C1,
отвергать,v,7654,C1,
зао,ABBR,7655,C1,
сбыт,n,7656,C1,
вой,n,7657,C1,
злобный,adj,7658,C1,
целостность,N,7659,C1,
бакс,n,7660,C1,
разбор,n,7661,C1,
персона,n,7662,C1,
на первый взгляд,mwe,7663,C1,
пролетариат,n,7664,C1,
железа,n,7665,C1,
конструктивный,adj,7666,C1,
выраженный,adj,7667,C1,
грант,n,7668,C1,
свод,n,7669,C1,
поклониться,v,7670,C1,
фиксировать,v,7671,C1,
нора,n,7672,C1,
обочина,n,7673,C1,
сходиться,v,7674,C1,
договоренность,n,7675,C1,
летный,adj,7676,C1,
переработка,n,7677,C1,
стрелковый,adj,7678,C1,
референдум,n,7679,C1,
гул,n,7680,C1,
чайка,n,7681,C1,
стремительный,adj,7682,C1,
роддом,n,7683,C1,
согласование,n,7684,C1,
трудящийся,n,7685,C1,
подсознание,n,7686,C1,
господствовать,v,7687,C1,
парашют,n,7688,C1,
верхушка,n,7689,C1,
связываться,v,7690,C1,
интрига,n,7691,C1,
недаром,adv,7692,C1,
ранение,n,7693,C1,
обломок,n,7694,C1,
упираться,v,7695,C1,
упрек,n,7696,C1,
отнимать,v,7697,c1,
неприятель,n,7698,C1,
гигант,n,7699,C1,
пристрастие,n,7700,C1,
словесный,adj,7701,C1,
ущелье,n,7702,C1,
пепел,n,7703,C1,
сплошь,adv,7704,C1,
выдержка,n,7705,c1,
зрелый,adj,7706,C1,
тактический,adj,7707,C1,
лабиринт,n,7708,C1,
ремесло,n,7709,C1,
затрагивать,v,7710,c1,
акционерный,adj,7711,C1,
рабство,n,7712,C1,
попадание,n,7713,C1,
окоп,n,7714,C1,
практиковать,v,7715,c1,
надзор,n,7716,C1,
заключительный,adj,7717,C1,
косвенный,adj,7718,C1,
органический,adj,7719,C1,
треск,n,7720,C1,
произвол,n,7721,C1,
проклятие,n,7722,C1,
приют,n,7723,C1,
привязанность,n,7724,C1,
медитация,n,7725,C1,
ук,n,7726,C1,
трактор,n,7727,C1,
обнаружение,n,7728,C1,
последователь,n,7729,C1,
занавес,n,7730,C1,
прочтение,n,7731,C1,
сформироваться,v,7732,C1,
психиатр,n,7733,C1,
высказываться,v,7734,C1,
индивидуальность,n,7735,C1,
привилегия,n,7736,C1,
коалиция,n,7737,C1,
нахмуриться,v,7738,C1,
проноситься,v,7739,C1,
тревожить,v,7740,C1,
перебирать,v,7741,C1,
лиса,n,7742,C1,
маяк,n,7743,C1,
прицел,n,7744,C1,
влиятельный,adj,7745,C1,
предшественник,n,7746,C1,
направленность,n,7747,C1,
оборудовать,v,7748,C1,
отрываться,v,7749,C1,
ощущаться,v,7750,C1,
издеваться,v,7751,C1,
вплотную,adv,7752,C1,
поверхностный,adj,7753,C1,
этический,adj,7754,C1,
наедине,adv,7755,C1,
рельс,n,7756,C1,
оптический,adj,7757,C1,
раздумье,n,7758,C1,
летопись,n,7759,C1,
червь,n,7760,C1,
диктатура,n,7761,C1,
негодяй,n,7762,C1,
указываться,v,7763,c1,
фасад,n,7764,C1,
гадость,n,7765,C1,
палач,n,7766,C1,
пионер,n,7767,C1,
санкция,n,7768,C1,
сборка,n,7769,C1,
слияние,n,7770,C1,
особняк,n,7771,C1,
литератор,n,7772,C1,
просматривать,v,7773,C1,
лягушка,n,7774,C1,
погружаться,v,7775,C1,
крайность,n,7776,C1,
оборонительный,adj,7777,C1,
потрясение,n,7778,C1,
общность,n,7779,C1,
кузов,n,7780,C1,
коллегия,n,7781,C1,
приток,n,7782,C1,
имперский,adj,7783,C1,
продовольствие,n,7784,C1,
га,n,7785,C1,
обобщение,n,7786,C1,
злодей,n,7787,C1,
живописный,adj,7788,C1,
рев,n,7789,C1,
в одиночку,adv,7790,C1,
составляющая,n,7791,C1,
очертания,n,7792,C1,
борец,n,7793,C1,
гарнизон,n,7794,C1,
силуэт,n,7795,C1,
мундир,n,7796,C1,
сено,n,7797,C1,
братство,n,7798,C1,
дуга,n,7799,C1,
поклон,n,7800,C1,
исторически,adv,7801,C1,
покойник,n,7802,C1,
жечь,v,7803,C1,
влечение,n,7804,C1,
выдвигать,v,7805,C1,
рывок,n,7806,C1,
нахождение,n,7807,C1,
парадный,adj,7808,C1,
коготь,n,7809,C1,
резолюция,n,7810,C1,
фотка,n,7811,C1,
экзотический,adj,7812,C1,
матка,n,7813,C1,
живо,adv,7814,C1,
консервативный,adj,7815,C1,
лечебный,adj,7816,C1,
парад,n,7817,C1,
реабилитация,n,7818,C1,
ком,n,7819,C1,
противодействие,n,7820,C1,
разгар,n,7821,C1,
давность,n,7822,C1,
мыслитель,n,7823,C1,
поощрять,v,7824,C1,
отсек,n,7825,C1,
лезвие,n,7826,C1,
мерзкий,adj,7827,C1,
конечность,n,7828,C1,
ил,n,7829,C1,
разгром,n,7830,C1,
намекать,v,7831,C1,
бунт,n,7832,C1,
роща,n,7833,C1,
необычайно,adv,7834,C1,
выручка,n,7835,C1,
распоряжаться,v,7836,C1,
снабжение,n,7837,C1,
выть,v,7838,C1,
принятый,adj,7839,C1,
снаряжение,n,7840,C1,
правота,n,7841,C1,
седло,n,7842,C1,
умолчание,n,7843,C1,
несомненный,adj,7844,C1,
револьвер,n,7845,C1,
реактор,n,7846,C1,
окраска,n,7847,C1,
скорбь,n,7848,C1,
неповторимый,adj,7849,C1,
санитарный,adj,7850,C1,
барак,n,7851,C1,
вектор,n,7852,C1,
реестр,n,7853,C1,
кандидатура,n,7854,C1,
авторитетный,adj,7855,C1,
смешанный,adj,7856,C1,
выясняться,v,7857,C1,
провокация,n,7858,C1,
реалии,n,7859,C1,
неопределенность,n,7860,C1,
извне,adv,7861,C1,
раскрытие,n,7862,C1,
марксизм,n,7863,C1,
номинация,n,7864,C1,
казна,n,7865,C1,
заход,n,7866,c1,
рассудок,n,7867,C1,
перепись,n,7868,C1,
рао,n,7869,C1,
комбинат,n,7870,C1,
листовка,n,7871,C1,
складка,n,7872,C1,
насмешка,n,7873,C1,
уместный,adj,7874,C1,
алкоголик,n,7875,C1,
рсфср,n,7876,C1,
разборка,n,7877,C1,
тайга,n,7878,C1,
искажение,n,7879,C1,
покушение,n,7880,C1,
изобилие,n,7881,C1,
негодование,n,7882,C1,
упадок,n,7883,C1,
сатана,n,7884,C1,
спускать,v,7885,C1,
главнокомандующий,n,7886,C1,
склоняться,v,7887,C1,
применительно,adv,7888,C1,
вертикаль,n,7889,C1,
залп,n,7890,C1,
немногие,pron,7891,C1,
сало,n,7892,C1,
